(-0.500000,  -0.000000,  0.500000),  (0.375000,  1.000000)
(-0.400000,  -0.000000,  0.500000),  (0.625000,  0.000000)
(-0.300000,  -0.000000,  0.500000),  (0.375000,  0.750000)
(-0.200000,  -0.000000,  0.500000),  (0.625000,  0.750000)
(-0.100000,  -0.000000,  0.500000),  (0.625000,  0.500000)
(0.000000,  -0.000000,  0.500000),  (0.875000,  1.000000)
(0.100000,  -0.000000,  0.500000),  (0.500000,  0.875000)
(0.200000,  -0.000000,  0.500000),  (0.500000,  0.000000)
(0.300000,  -0.000000,  0.500000),  (0.625000,  0.875000)
(0.400000,  -0.000000,  0.500000),  (0.500000,  0.750000)
(0.500000,  -0.000000,  0.500000),  (0.375000,  0.875000)
(-0.500000,  -0.000000,  0.400000),  (0.536612,  0.661612)
(-0.400000,  -0.000000,  0.400000),  (0.750000,  0.750000)
(-0.300000,  -0.000000,  0.400000),  (0.500000,  0.625000)
(-0.200000,  -0.000000,  0.400000),  (0.536612,  0.088388)
(-0.100000,  -0.000000,  0.400000),  (0.750000,  1.000000)
(0.000000,  -0.000000,  0.400000),  (0.500000,  0.625000)
(0.100000,  -0.000000,  0.400000),  (0.750000,  0.875000)
(0.200000,  -0.000000,  0.400000),  (0.625000,  0.375000)
(0.300000,  -0.000000,  0.400000),  (0.500000,  0.625000)
(0.400000,  -0.000000,  0.400000),  (0.009635,  0.173437)
(0.500000,  -0.000000,  0.400000),  (0.009635,  0.793013)
(-0.500000,  -0.000000,  0.300000),  (0.009635,  0.760404)
(-0.400000,  -0.000000,  0.300000),  (0.009635,  0.727795)
(-0.300000,  -0.000000,  0.300000),  (0.009635,  0.695186)
(-0.200000,  -0.000000,  0.300000),  (0.009635,  0.662576)
(-0.100000,  -0.000000,  0.300000),  (0.009635,  0.629967)
(0.000000,  -0.000000,  0.300000),  (0.009635,  0.597358)
(0.100000,  -0.000000,  0.300000),  (0.009635,  0.564749)
(0.200000,  -0.000000,  0.300000),  (0.009635,  0.532139)
(0.300000,  -0.000000,  0.300000),  (0.009635,  0.499530)
(0.400000,  -0.000000,  0.300000),  (0.009635,  0.466921)
(0.500000,  -0.000000,  0.300000),  (0.009635,  0.434312)
(-0.500000,  -0.000000,  0.200000),  (0.009635,  0.401702)
(-0.400000,  -0.000000,  0.200000),  (0.009635,  0.369093)
(-0.300000,  -0.000000,  0.200000),  (0.009635,  0.336484)
(-0.200000,  -0.000000,  0.200000),  (0.009635,  0.303874)
(-0.100000,  -0.000000,  0.200000),  (0.009635,  0.271265)
(0.000000,  -0.000000,  0.200000),  (0.009635,  0.238656)
(0.100000,  -0.000000,  0.200000),  (0.009635,  0.206047)
(0.200000,  -0.000000,  0.200000),  (0.500000,  0.850000)
(0.300000,  -0.000000,  0.200000),  (0.500000,  0.162500)
(0.400000,  -0.000000,  0.200000),  (0.451418,  0.303874)
(0.500000,  -0.000000,  0.200000),  (0.451418,  0.336484)
(-0.500000,  -0.000000,  0.100000),  (0.451418,  0.369093)
(-0.400000,  -0.000000,  0.100000),  (0.451418,  0.401702)
(-0.300000,  -0.000000,  0.100000),  (0.451418,  0.434312)
(-0.200000,  -0.000000,  0.100000),  (0.451418,  0.466921)
(-0.100000,  -0.000000,  0.100000),  (0.451418,  0.499530)
(0.000000,  -0.000000,  0.100000),  (0.451418,  0.532139)
(0.100000,  -0.000000,  0.100000),  (0.451418,  0.564749)
(0.200000,  -0.000000,  0.100000),  (0.451418,  0.597358)
(0.300000,  -0.000000,  0.100000),  (0.451418,  0.629967)
(0.400000,  -0.000000,  0.100000),  (0.451418,  0.662576)
(0.500000,  -0.000000,  0.100000),  (0.451418,  0.695186)
(-0.500000,  0.000000,  0.000000),  (0.451418,  0.727795)
(-0.400000,  0.000000,  0.000000),  (0.451418,  0.760404)
(-0.300000,  0.000000,  0.000000),  (0.451418,  0.793013)
(-0.200000,  0.000000,  0.000000),  (0.451418,  0.173437)
(-0.100000,  0.000000,  0.000000),  (0.451418,  0.206047)
(0.000000,  0.000000,  0.000000),  (0.451418,  0.238656)
(0.100000,  0.000000,  0.000000),  (0.451418,  0.271265)
(0.200000,  0.000000,  0.000000),  (0.207560,  0.271265)
(0.300000,  0.000000,  0.000000),  (0.207560,  0.303874)
(0.400000,  0.000000,  0.000000),  (0.207560,  0.336484)
(0.500000,  0.000000,  0.000000),  (0.207560,  0.369093)
(-0.500000,  0.000000,  -0.100000),  (0.207560,  0.401702)
(-0.400000,  0.000000,  -0.100000),  (0.207560,  0.434312)
(-0.300000,  0.000000,  -0.100000),  (0.207560,  0.466921)
(-0.200000,  0.000000,  -0.100000),  (0.207560,  0.499530)
(-0.100000,  0.000000,  -0.100000),  (0.207560,  0.532139)
(0.000000,  0.000000,  -0.100000),  (0.207560,  0.564749)
(0.100000,  0.000000,  -0.100000),  (0.207560,  0.597358)
(0.200000,  0.000000,  -0.100000),  (0.207560,  0.629967)
(0.300000,  0.000000,  -0.100000),  (0.207560,  0.662576)
(0.400000,  0.000000,  -0.100000),  (0.207560,  0.695186)
