(0.007989,  2.161421,  -0.002479),  (0.595091,  0.501325)
(-0.000000,  2.161421,  -0.000000),  (0.595091,  0.501151)
(0.006796,  2.161421,  -0.004715),  (0.595091,  0.501482)
(0.004937,  2.161421,  -0.006490),  (0.595091,  0.501606)
(0.002596,  2.161421,  -0.007629),  (0.595091,  0.501686)
(-0.000000,  2.161421,  -0.008022),  (0.595091,  0.501714)
(-0.002596,  2.161421,  -0.007629),  (0.595091,  0.501686)
(-0.004937,  2.161421,  -0.006490),  (0.595091,  0.501606)
(-0.006796,  2.161421,  -0.004715),  (0.595091,  0.501482)
(-0.007989,  2.161421,  -0.002479),  (0.595091,  0.501325)
(-0.008400,  2.161421,  -0.000000),  (0.595091,  0.501151)
(-0.007989,  2.161421,  0.002479),  (0.595091,  0.500977)
(-0.006796,  2.161421,  0.004715),  (0.595091,  0.500819)
(0.008400,  2.161421,  -0.000000),  (0.595091,  0.501151)
(0.007989,  2.161421,  0.002479),  (0.595091,  0.500977)
(0.006796,  2.161421,  0.004715),  (0.595091,  0.500819)
(0.004937,  2.161421,  0.006489),  (0.595091,  0.500695)
(0.002596,  2.161421,  0.007629),  (0.595091,  0.500615)
(-0.000000,  2.161421,  0.008021),  (0.595091,  0.500587)
(-0.002596,  2.161421,  0.007629),  (0.595091,  0.500615)
(-0.004937,  2.161421,  0.006489),  (0.595091,  0.500695)
(0.017119,  -0.000000,  -0.005312),  (0.698197,  0.501524)
(0.014562,  -0.000000,  -0.010103),  (0.698197,  0.501860)
(-0.000000,  -0.000000,  0.000000),  (0.698197,  0.501151)
(0.010580,  -0.000000,  -0.013906),  (0.698197,  0.502127)
(0.005562,  -0.000000,  -0.016347),  (0.698197,  0.502299)
(-0.000000,  -0.000000,  -0.017189),  (0.698197,  0.502358)
(-0.005562,  -0.000000,  -0.016347),  (0.698197,  0.502299)
(-0.010580,  -0.000000,  -0.013906),  (0.698197,  0.502127)
(-0.014562,  -0.000000,  -0.010103),  (0.698197,  0.501860)
(-0.017119,  -0.000000,  -0.005312),  (0.698197,  0.501524)
(-0.018000,  -0.000000,  0.000000),  (0.698197,  0.501151)
(-0.017119,  -0.000000,  0.005312),  (0.698197,  0.500778)
(-0.014562,  -0.000000,  0.010103),  (0.698197,  0.500441)
(0.018000,  -0.000000,  0.000000),  (0.698197,  0.501151)
(0.017119,  -0.000000,  0.005312),  (0.698197,  0.500778)
(0.014562,  -0.000000,  0.010103),  (0.698197,  0.500441)
(0.010580,  -0.000000,  0.013906),  (0.698197,  0.500174)
(0.005562,  -0.000000,  0.016347),  (0.698197,  0.500003)
(-0.000000,  -0.000000,  0.017188),  (0.698197,  0.499944)
(-0.005562,  -0.000000,  0.016347),  (0.698197,  0.500003)
(-0.010580,  -0.000000,  0.013906),  (0.698197,  0.500174)
(0.014562,  -0.000000,  -0.010103),  (0.698197,  0.501860)
(0.017119,  -0.000000,  -0.005312),  (0.698197,  0.501524)
(0.014562,  1.902381,  -0.010103),  (0.607447,  0.501860)
(0.017119,  1.902381,  -0.005312),  (0.607448,  0.501524)
(-0.014562,  1.902381,  0.010103),  (0.607448,  0.500441)
(-0.014562,  -0.000000,  0.010103),  (0.698197,  0.500441)
(-0.017119,  -0.000000,  0.005312),  (0.698197,  0.500778)
(-0.017119,  1.902381,  0.005312),  (0.607448,  0.500778)
(-0.017119,  1.902381,  0.005312),  (0.607448,  0.500778)
(-0.017119,  -0.000000,  0.005312),  (0.698197,  0.500778)
(-0.018000,  -0.000000,  0.000000),  (0.698197,  0.501151)
(-0.018000,  1.902381,  0.000000),  (0.607448,  0.501151)
(-0.018000,  1.902381,  0.000000),  (0.607448,  0.501151)
(-0.018000,  -0.000000,  0.000000),  (0.698197,  0.501151)
(-0.017119,  -0.000000,  -0.005312),  (0.698197,  0.501524)
(-0.017119,  1.902381,  -0.005312),  (0.607448,  0.501524)
(-0.017119,  1.902381,  -0.005312),  (0.607448,  0.501524)
(-0.017119,  -0.000000,  -0.005312),  (0.698197,  0.501524)
(-0.014562,  -0.000000,  -0.010103),  (0.698197,  0.501860)
(-0.014562,  1.902381,  -0.010103),  (0.607447,  0.501860)
(-0.014562,  -0.000000,  -0.010103),  (0.698197,  0.501860)
(-0.010580,  -0.000000,  -0.013906),  (0.698197,  0.502127)
(-0.014562,  1.902381,  -0.010103),  (0.607447,  0.501860)
(-0.010580,  1.902381,  -0.013906),  (0.607447,  0.502127)
(-0.010580,  -0.000000,  -0.013906),  (0.698197,  0.502127)
(-0.005562,  -0.000000,  -0.016347),  (0.698197,  0.502299)
(-0.010580,  1.902381,  -0.013906),  (0.607447,  0.502127)
(-0.005562,  1.902381,  -0.016347),  (0.607447,  0.502299)
(-0.005562,  -0.000000,  -0.016347),  (0.698197,  0.502299)
(-0.000000,  -0.000000,  -0.017189),  (0.698197,  0.502358)
(-0.005562,  1.902381,  -0.016347),  (0.607447,  0.502299)
(-0.000000,  1.902381,  -0.017189),  (0.607447,  0.502358)
(-0.000000,  -0.000000,  -0.017189),  (0.698197,  0.502358)
(0.005562,  -0.000000,  -0.016347),  (0.698197,  0.502299)
(-0.000000,  1.902381,  -0.017189),  (0.607447,  0.502358)
(0.005562,  1.902381,  -0.016347),  (0.607447,  0.502299)
(0.005562,  1.902381,  -0.016347),  (0.607447,  0.502299)
(0.005562,  -0.000000,  -0.016347),  (0.698197,  0.502299)
(0.010580,  -0.000000,  -0.013906),  (0.698197,  0.502127)
(0.010580,  1.902381,  -0.013906),  (0.607447,  0.502127)
(0.010580,  -0.000000,  -0.013906),  (0.698197,  0.502127)
(0.014562,  -0.000000,  -0.010103),  (0.698197,  0.501860)
(0.010580,  1.902381,  -0.013906),  (0.607447,  0.502127)
(0.014562,  1.902381,  -0.010103),  (0.607447,  0.501860)
(0.017119,  -0.000000,  -0.005312),  (0.698197,  0.501524)
(0.018000,  -0.000000,  0.000000),  (0.698197,  0.501151)
(0.017119,  1.902381,  -0.005312),  (0.607448,  0.501524)
(0.018000,  1.902381,  0.000000),  (0.607448,  0.501151)
(0.018000,  -0.000000,  0.000000),  (0.698197,  0.501151)
(0.017119,  -0.000000,  0.005312),  (0.698197,  0.500778)
(0.018000,  1.902381,  0.000000),  (0.607448,  0.501151)
(0.017119,  1.902381,  0.005312),  (0.607448,  0.500778)
(0.017119,  -0.000000,  0.005312),  (0.698197,  0.500778)
(0.014562,  -0.000000,  0.010103),  (0.698197,  0.500441)
(0.017119,  1.902381,  0.005312),  (0.607448,  0.500778)
(0.014562,  1.902381,  0.010103),  (0.607448,  0.500441)
(0.010580,  1.902381,  0.013906),  (0.607448,  0.500174)
(0.014562,  1.902381,  0.010103),  (0.607448,  0.500441)
(0.010580,  -0.000000,  0.013906),  (0.698197,  0.500174)
(0.014562,  -0.000000,  0.010103),  (0.698197,  0.500441)
(0.005562,  1.902381,  0.016347),  (0.607447,  0.500003)
(0.010580,  1.902381,  0.013906),  (0.607448,  0.500174)
(0.005562,  -0.000000,  0.016347),  (0.698197,  0.500003)
(0.010580,  -0.000000,  0.013906),  (0.698197,  0.500174)
(-0.000000,  1.902381,  0.017188),  (0.607448,  0.499944)
(0.005562,  1.902381,  0.016347),  (0.607447,  0.500003)
(-0.000000,  -0.000000,  0.017188),  (0.698197,  0.499944)
(0.005562,  -0.000000,  0.016347),  (0.698197,  0.500003)
(-0.005562,  1.902381,  0.016347),  (0.607447,  0.500003)
(-0.000000,  1.902381,  0.017188),  (0.607448,  0.499944)
(-0.005562,  -0.000000,  0.016347),  (0.698197,  0.500003)
(-0.000000,  -0.000000,  0.017188),  (0.698197,  0.499944)
(-0.010580,  1.902381,  0.013906),  (0.607448,  0.500174)
(-0.005562,  1.902381,  0.016347),  (0.607447,  0.500003)
(-0.010580,  -0.000000,  0.013906),  (0.698197,  0.500174)
(-0.005562,  -0.000000,  0.016347),  (0.698197,  0.500003)
(-0.014562,  1.902381,  0.010103),  (0.607448,  0.500441)
