(663, 768, 1519)
(726, 663, 1519)
(663, 726, 978)
(1356, 379, 787)
(379, 1356, 1499)
(787, 977, 695)
(977, 787, 379)
(705, 748, 663)
(1205, 1069, 523)
(1069, 1205, 467)
(695, 977, 978)
(977, 1186, 978)
(663, 978, 1186)
(663, 1186, 705)
(127, 467, 1205)
(1559, 571, 324)
(324, 1513, 1559)
(739, 324, 571)
(324, 739, 1275)
(1185, 1206, 371)
(1206, 1185, 1462)
(953, 1462, 1185)
(1462, 953, 58)
(469, 58, 953)
(58, 469, 1344)
(1184, 469, 1183)
(469, 1184, 1344)
(739, 1370, 210)
(210, 1275, 739)
(835, 1225, 642)
(1225, 835, 504)
(502, 642, 1475)
(502, 1475, 1142)
(1144, 96, 1318)
(96, 1144, 191)
(1025, 542, 304)
(542, 1025, 55)
(96, 1403, 1318)
(1403, 96, 875)
(1064, 373, 1541)
(1541, 373, 105)
(1025, 97, 543)
(1025, 543, 228)
(1225, 97, 1025)
(97, 1225, 1476)
(1106, 1477, 590)
(1477, 1106, 1428)
(40, 738, 942)
(40, 942, 922)
(1477, 1428, 1432)
(1477, 1432, 1072)
(1024, 1140, 75)
(1140, 1024, 1023)
(837, 884, 97)
(97, 884, 543)
(837, 144, 241)
(837, 241, 884)
(144, 1024, 241)
(1024, 144, 1023)
(75, 359, 192)
(359, 75, 1140)
(437, 40, 1390)
(40, 437, 738)
(775, 55, 1072)
(775, 1072, 1432)
(228, 55, 1025)
(55, 228, 1072)
(542, 587, 1475)
(587, 1142, 1475)
(1272, 191, 1144)
(191, 1272, 278)
(1368, 1390, 956)
(956, 1390, 40)
(76, 956, 1294)
(956, 76, 1368)
(40, 1294, 956)
(1294, 40, 922)
(869, 81, 957)
(81, 869, 847)
(1064, 486, 373)
(486, 1117, 373)
(125, 437, 741)
(741, 437, 1390)
(107, 1254, 517)
(1254, 107, 81)
(957, 107, 77)
(107, 957, 81)
(373, 869, 105)
(869, 373, 847)
(847, 420, 1254)
(847, 1254, 81)
(1117, 847, 373)
(847, 1117, 420)
(1211, 1029, 82)
(1029, 1211, 916)
(1118, 1064, 741)
(1118, 486, 1064)
(125, 741, 1064)
(125, 1064, 1541)
(1448, 486, 1257)
(486, 1448, 1117)
(304, 642, 1225)
(304, 1225, 1025)
(1118, 1390, 1368)
(1390, 1118, 741)
(1318, 781, 1144)
(781, 1318, 592)
(1318, 1346, 592)
(1346, 1318, 1403)
(542, 1475, 304)
(642, 304, 1475)
(504, 885, 1225)
(885, 1476, 1225)
(1073, 1272, 652)
(1272, 1073, 278)
(1011, 902, 174)
(902, 1011, 716)
(517, 1254, 717)
(717, 1254, 41)
(420, 41, 1254)
(41, 420, 126)
(1117, 126, 420)
(1117, 1448, 126)
(1257, 486, 169)
(169, 486, 1118)
(169, 1368, 76)
(1368, 169, 1118)
(55, 775, 587)
(55, 587, 542)
(717, 175, 517)
(175, 287, 517)
(59, 287, 175)
(287, 59, 482)
(590, 192, 359)
(192, 590, 1477)
(1515, 1340, 592)
(1334, 4, 1011)
(1334, 1011, 174)
(515, 77, 323)
(323, 77, 107)
(303, 1369, 902)
(303, 902, 716)
(323, 517, 287)
(517, 323, 107)
(592, 246, 1515)
(246, 592, 1346)
(286, 516, 515)
(286, 515, 323)
(885, 1528, 1473)
(1528, 885, 504)
(4, 1334, 1211)
(4, 1211, 82)
(286, 287, 482)
(287, 286, 323)
(642, 502, 835)
(502, 505, 835)
(1129, 838, 480)
(838, 1129, 843)
(1266, 843, 1129)
(843, 1266, 1267)
(737, 1267, 1266)
(1267, 737, 391)
(88, 950, 1170)
(950, 88, 183)
(631, 950, 769)
(631, 1170, 950)
(632, 183, 88)
(183, 632, 870)
(1288, 1130, 951)
(1130, 1288, 614)
(1100, 1335, 825)
(1335, 1100, 899)
(769, 582, 631)
(582, 769, 1229)
(614, 825, 1130)
(825, 614, 1100)
(503, 1074, 1178)
(503, 1178, 1427)
(1427, 836, 503)
(836, 1427, 1141)
(503, 836, 569)
(503, 569, 1258)
(1074, 706, 589)
(706, 1074, 503)
(1258, 706, 503)
(952, 1258, 198)
(1258, 952, 706)
(1212, 537, 826)
(537, 1212, 229)
(229, 1212, 911)
(229, 911, 1221)
(1221, 911, 553)
(839, 704, 1075)
(704, 839, 305)
(1075, 1265, 240)
(1265, 1075, 704)
(240, 1265, 1076)
(240, 1076, 1470)
(1268, 1258, 569)
(1268, 569, 703)
(409, 633, 26)
(26, 1463, 409)
(409, 907, 633)
(907, 409, 496)
(306, 56, 583)
(56, 306, 755)
(1478, 146, 1429)
(146, 1478, 1143)
(755, 1478, 56)
(56, 1478, 1429)
(98, 56, 1429)
(56, 98, 583)
(138, 583, 98)
(1108, 583, 138)
(1406, 1108, 69)
(1108, 138, 69)
(1325, 69, 896)
(69, 1325, 1406)
(1406, 1019, 1108)
(1019, 1406, 1053)
(1325, 1053, 1406)
(1053, 1325, 624)
(557, 270, 1343)
(270, 557, 696)
(598, 270, 696)
(1255, 270, 598)
(1034, 1325, 896)
(1325, 1034, 624)
(1362, 1034, 896)
(1034, 1362, 532)
(908, 89, 1150)
(1150, 261, 908)
(1044, 280, 1464)
(280, 1044, 345)
(1044, 1150, 345)
(1150, 1044, 261)
(558, 366, 792)
(558, 457, 366)
(457, 1231, 1213)
(457, 558, 1231)
(625, 242, 387)
(242, 625, 499)
(42, 699, 479)
(479, 699, 281)
(139, 117, 664)
(117, 1479, 664)
(275, 1173, 1002)
(1173, 275, 840)
(1002, 387, 275)
(387, 1002, 625)
(1516, 1079, 1078)
(1078, 1358, 1516)
(1304, 1358, 351)
(1358, 1304, 1516)
(620, 1078, 1079)
(1078, 620, 841)
(61, 13, 666)
(666, 13, 1307)
(184, 880, 477)
(880, 62, 477)
(62, 13, 129)
(13, 62, 1307)
(1115, 880, 70)
(70, 880, 756)
(70, 465, 1261)
(465, 70, 756)
(880, 1115, 62)
(1115, 1307, 62)
(558, 1295, 1231)
(1295, 558, 254)
(1399, 855, 1379)
(855, 1399, 1520)
(1295, 106, 1214)
(254, 1201, 1295)
(106, 1295, 1201)
(1201, 254, 63)
(818, 1308, 394)
(1308, 818, 157)
(362, 551, 426)
(551, 362, 1444)
(805, 426, 262)
(426, 805, 362)
(48, 1363, 44)
(1363, 48, 1175)
(65, 45, 1413)
(45, 1256, 1413)
(1308, 157, 1003)
(1003, 572, 1308)
(799, 654, 1199)
(654, 854, 1199)
(1443, 1491, 45)
(45, 1491, 1256)
(1158, 361, 1112)
(361, 648, 1112)
(342, 224, 490)
(224, 573, 490)
(602, 342, 490)
(490, 784, 602)
(361, 602, 784)
(602, 361, 1158)
(1536, 1095, 654)
(1095, 854, 654)
(48, 65, 1413)
(65, 48, 44)
(648, 551, 1112)
(551, 1444, 1112)
(805, 573, 224)
(573, 805, 262)
(394, 163, 818)
(163, 394, 21)
(1095, 1491, 1443)
(1491, 1095, 1536)
(1175, 799, 1199)
(1199, 1363, 1175)
(461, 572, 1003)
(572, 461, 697)
(583, 1019, 306)
(1019, 583, 1108)
(478, 312, 1481)
(312, 1278, 1481)
(478, 327, 708)
(327, 478, 1481)
(603, 312, 66)
(312, 603, 1278)
(1510, 817, 455)
(708, 817, 66)
(817, 708, 455)
(817, 1510, 788)
(1546, 1505, 327)
(1505, 1546, 1250)
(1151, 1223, 574)
(1223, 1151, 71)
(574, 1223, 152)
(1230, 124, 335)
(124, 1230, 332)
(603, 66, 804)
(804, 66, 1216)
(312, 478, 708)
(312, 708, 66)
(708, 1505, 472)
(1505, 708, 327)
(603, 804, 422)
(422, 804, 207)
(36, 1354, 1269)
(1354, 36, 793)
(1103, 1310, 534)
(214, 534, 1310)
(1131, 1056, 1065)
(1056, 1131, 367)
(592, 576, 781)
(576, 592, 1340)
(576, 742, 781)
(889, 500, 1407)
(500, 576, 1407)
(507, 742, 500)
(1272, 1144, 652)
(534, 410, 1103)
(1103, 410, 118)
(534, 1171, 410)
(1171, 534, 411)
(411, 412, 14)
(411, 14, 1171)
(214, 1310, 1131)
(1131, 1065, 214)
(214, 1065, 412)
(214, 411, 534)
(411, 214, 412)
(90, 1223, 71)
(1223, 90, 1521)
(990, 1015, 649)
(649, 985, 990)
(990, 985, 1233)
(1482, 1411, 1067)
(1482, 1067, 925)
(299, 749, 1067)
(925, 1067, 749)
(819, 1488, 790)
(1488, 819, 1035)
(1296, 819, 790)
(819, 1296, 628)
(1065, 14, 412)
(14, 1065, 1056)
(1217, 1232, 900)
(1232, 1217, 734)
(491, 791, 1090)
(791, 491, 1166)
(655, 1119, 1537)
(1119, 655, 794)
(1537, 491, 655)
(491, 1537, 1166)
(629, 473, 1330)
(473, 629, 1014)
(1086, 19, 258)
(258, 1234, 1086)
(734, 258, 19)
(258, 734, 1217)
(1232, 1359, 900)
(1359, 1232, 1506)
(655, 1090, 794)
(1090, 655, 491)
(742, 1096, 781)
(742, 576, 500)
(781, 1096, 1144)
(1144, 1096, 652)
(713, 1091, 5)
(713, 924, 1091)
(5, 1539, 1534)
(713, 1009, 924)
(713, 5, 1534)
(1091, 1332, 5)
(864, 915, 423)
(436, 864, 423)
(864, 1168, 915)
(1168, 605, 915)
(1445, 513, 1168)
(1445, 1168, 864)
(964, 1298, 413)
(964, 413, 22)
(630, 964, 22)
(630, 22, 539)
(665, 1549, 539)
(539, 1549, 630)
(1549, 406, 651)
(406, 1549, 665)
(651, 667, 929)
(667, 651, 406)
(1123, 414, 430)
(430, 414, 1240)
(1500, 413, 1298)
(413, 1500, 407)
(430, 407, 1500)
(407, 430, 1240)
(1083, 470, 1415)
(470, 1083, 579)
(1124, 851, 213)
(213, 231, 1124)
(1124, 780, 851)
(780, 1124, 1092)
(213, 1415, 231)
(1415, 213, 1083)
(142, 636, 141)
(636, 142, 331)
(660, 27, 218)
(27, 991, 218)
(909, 615, 1020)
(1020, 1006, 909)
(1553, 1020, 615)
(1020, 1553, 562)
(91, 218, 1224)
(1224, 218, 991)
(563, 984, 6)
(984, 563, 910)
(337, 415, 141)
(415, 337, 1364)
(336, 67, 1465)
(1465, 67, 660)
(27, 1450, 577)
(27, 577, 991)
(142, 415, 431)
(415, 142, 141)
(1465, 218, 91)
(218, 1465, 660)
(336, 984, 67)
(984, 910, 67)
(431, 415, 909)
(909, 415, 615)
(615, 415, 1553)
(415, 1364, 1553)
(1553, 1364, 1284)
(1284, 562, 1553)
(235, 1224, 577)
(1224, 991, 577)
(1364, 337, 1284)
(337, 466, 1284)
(67, 910, 27)
(27, 660, 67)
(235, 577, 1087)
(1087, 577, 1450)
(431, 909, 1416)
(909, 1006, 1416)
(6, 1087, 563)
(1087, 1450, 563)
(337, 141, 636)
(636, 466, 337)
(142, 431, 1416)
(1416, 331, 142)
(563, 27, 910)
(27, 563, 1450)
(1477, 451, 192)
(192, 451, 145)
(1072, 451, 1477)
(451, 1072, 544)
(852, 1072, 228)
(1072, 852, 544)
(145, 1026, 75)
(75, 192, 145)
(241, 545, 670)
(545, 241, 1024)
(852, 543, 933)
(543, 852, 228)
(241, 309, 884)
(309, 241, 670)
(309, 933, 543)
(543, 884, 309)
(545, 75, 1026)
(75, 545, 1024)
(439, 1154, 128)
(128, 921, 439)
(1055, 1405, 1388)
(1388, 232, 1055)
(1317, 310, 669)
(310, 1317, 1068)
(1068, 1317, 243)
(1068, 243, 212)
(610, 310, 976)
(310, 610, 669)
(601, 941, 508)
(508, 941, 556)
(815, 709, 83)
(709, 815, 311)
(709, 311, 1154)
(709, 1154, 439)
(1446, 530, 497)
(530, 1446, 1517)
(114, 1013, 46)
(1013, 114, 1279)
(1090, 427, 794)
(427, 1090, 791)
(290, 20, 786)
(786, 49, 290)
(764, 365, 39)
(365, 764, 443)
(256, 443, 15)
(443, 256, 1198)
(627, 203, 1032)
(203, 170, 1032)
(203, 1198, 256)
(1198, 203, 627)
(1309, 443, 764)
(443, 1309, 15)
(1301, 535, 1512)
(535, 1301, 489)
(282, 1501, 317)
(317, 1501, 1228)
(1512, 30, 827)
(30, 1512, 535)
(1228, 1301, 317)
(1301, 1228, 489)
(1030, 489, 177)
(489, 1030, 535)
(1512, 1301, 1301)
(1301, 1512, 1512)
(462, 1291, 339)
(1291, 462, 1107)
(314, 1008, 440)
(84, 440, 1008)
(1291, 252, 339)
(252, 1291, 1333)
(440, 1107, 462)
(1107, 440, 84)
(937, 1008, 153)
(1008, 937, 84)
(440, 314, 440)
(314, 440, 314)
(149, 185, 1418)
(1418, 185, 1188)
(521, 432, 149)
(149, 432, 185)
(92, 111, 521)
(521, 111, 432)
(208, 111, 92)
(111, 208, 363)
(363, 208, 897)
(897, 208, 1366)
(616, 236, 200)
(236, 616, 1259)
(328, 906, 1063)
(1063, 906, 1365)
(433, 1128, 754)
(1128, 433, 593)
(1027, 754, 1128)
(1128, 520, 1027)
(1311, 681, 906)
(681, 1365, 906)
(1466, 564, 136)
(564, 1057, 136)
(200, 967, 1349)
(967, 349, 1349)
(1036, 1207, 186)
(1207, 328, 186)
(1063, 237, 471)
(237, 1063, 1365)
(236, 1355, 967)
(967, 200, 236)
(1207, 1311, 906)
(1207, 906, 328)
(1036, 186, 564)
(564, 186, 1057)
(1355, 433, 967)
(433, 754, 967)
(754, 1027, 967)
(967, 1027, 349)
(1027, 958, 349)
(958, 1027, 520)
(237, 681, 1070)
(681, 237, 1365)
(349, 958, 1349)
(1349, 958, 352)
(186, 1063, 1057)
(1063, 186, 328)
(1070, 1380, 237)
(1380, 471, 237)
(1355, 894, 433)
(433, 894, 593)
(136, 1380, 1466)
(1380, 136, 471)
(1349, 616, 200)
(616, 1349, 352)
(236, 894, 1355)
(894, 236, 1259)
(136, 1057, 1063)
(1063, 471, 136)
(474, 1163, 1398)
(1398, 735, 474)
(474, 1101, 1163)
(1101, 474, 1554)
(28, 1097, 1101)
(28, 1101, 1554)
(927, 137, 187)
(137, 927, 965)
(1398, 680, 735)
(680, 1398, 1457)
(927, 680, 1457)
(680, 927, 187)
(722, 1125, 1461)
(1461, 721, 722)
(380, 1125, 722)
(1125, 380, 671)
(617, 51, 671)
(617, 671, 380)
(381, 1126, 798)
(1126, 381, 723)
(1461, 1017, 721)
(1017, 1461, 29)
(29, 798, 1017)
(798, 29, 381)
(641, 1401, 268)
(1401, 641, 1263)
(622, 268, 274)
(268, 622, 641)
(1283, 1401, 220)
(1283, 268, 1401)
(274, 1283, 842)
(1283, 274, 268)
(675, 594, 691)
(691, 594, 886)
(675, 691, 475)
(475, 771, 675)
(714, 1543, 24)
(1543, 714, 1215)
(594, 326, 886)
(326, 594, 403)
(1241, 640, 403)
(640, 326, 403)
(1109, 966, 1249)
(966, 1109, 95)
(506, 95, 1109)
(95, 506, 759)
(1088, 201, 1249)
(1249, 201, 1109)
(201, 1088, 643)
(643, 1088, 760)
(643, 591, 1305)
(591, 643, 760)
(861, 1305, 591)
(1305, 861, 193)
(892, 1134, 333)
(1134, 892, 501)
(966, 1134, 501)
(1134, 966, 95)
(892, 73, 358)
(73, 892, 333)
(1122, 501, 892)
(501, 1122, 888)
(85, 501, 888)
(501, 85, 966)
(1122, 358, 1471)
(358, 1122, 892)
(1547, 698, 918)
(698, 1547, 860)
(860, 881, 698)
(881, 860, 856)
(267, 1547, 918)
(1547, 267, 694)
(1060, 591, 905)
(591, 1060, 861)
(905, 760, 634)
(760, 905, 591)
(760, 119, 634)
(119, 760, 1088)
(1088, 971, 119)
(971, 1088, 1249)
(1249, 85, 971)
(85, 1249, 966)
(637, 540, 1041)
(540, 637, 522)
(329, 540, 996)
(540, 329, 1041)
(522, 637, 732)
(522, 732, 661)
(901, 484, 1084)
(484, 901, 1323)
(1084, 225, 1196)
(225, 1084, 484)
(225, 800, 1196)
(800, 1331, 1196)
(166, 800, 1487)
(800, 166, 1331)
(856, 1487, 881)
(1487, 856, 166)
(1028, 559, 57)
(559, 1066, 57)
(807, 733, 171)
(171, 733, 390)
(761, 1422, 745)
(761, 745, 296)
(1169, 552, 859)
(552, 1169, 980)
(859, 552, 1382)
(1196, 1382, 552)
(1382, 1196, 1331)
(1331, 1127, 1382)
(330, 1127, 1331)
(1127, 330, 1391)
(330, 996, 1391)
(996, 330, 329)
(1547, 732, 637)
(732, 1547, 694)
(637, 860, 1547)
(860, 637, 1041)
(166, 330, 1331)
(552, 901, 1084)
(901, 552, 980)
(329, 860, 1041)
(860, 329, 856)
(330, 856, 329)
(856, 330, 166)
(1196, 552, 1084)
(844, 333, 1048)
(333, 844, 73)
(1383, 333, 1134)
(333, 1383, 1048)
(1305, 1045, 121)
(1045, 1305, 193)
(121, 643, 1305)
(643, 121, 446)
(446, 201, 643)
(201, 446, 700)
(506, 1109, 201)
(506, 201, 700)
(1383, 95, 759)
(95, 1383, 1134)
(776, 505, 502)
(505, 776, 1502)
(519, 1113, 578)
(519, 578, 147)
(1433, 1402, 587)
(587, 775, 1433)
(1274, 578, 1113)
(578, 1274, 315)
(1433, 272, 1430)
(272, 1433, 357)
(776, 1430, 1246)
(1430, 776, 1433)
(1052, 621, 194)
(621, 1052, 273)
(1434, 1430, 272)
(568, 1430, 1434)
(568, 277, 1247)
(277, 568, 1434)
(1052, 1247, 277)
(1247, 1052, 194)
(1436, 273, 1435)
(273, 1436, 621)
(775, 357, 1433)
(357, 775, 1432)
(147, 1387, 519)
(1387, 147, 871)
(437, 1451, 132)
(437, 132, 738)
