(0.813512, 0.316323),  (0.813512, 0.370748),  (0.854843, 0.370748)
(0.766175, 0.370748),  (0.766175, 0.227247),  (0.693361, 0.320764)
(0.693361, 0.320764),  (0.766175, 0.227247),  (0.693361, 0.251882)
(0.371561, 0.325832),  (0.006337, 0.328761),  (0.371561, 0.370748)
(0.371561, 0.370748),  (0.006337, 0.328761),  (0.006337, 0.367819)
(0.813512, 0.226180),  (0.813512, 0.171756),  (0.778848, 0.171756)
(0.778848, 0.171756),  (0.778848, 0.208561),  (0.813512, 0.226180)
(0.813512, 0.370748),  (0.813512, 0.316323),  (0.778848, 0.333942)
(0.778848, 0.333942),  (0.778848, 0.370748),  (0.813512, 0.370748)
(0.197413, 0.205466),  (0.197413, 0.168553),  (0.196067, 0.174944)
(0.196067, 0.174944),  (0.196067, 0.199076),  (0.197413, 0.205466)
(0.629526, 0.981770),  (0.515617, 0.945677),  (0.509367, 0.993663)
(0.515617, 0.945677),  (0.629526, 0.981770),  (0.624973, 0.934853)
(0.580569, 0.168553),  (0.428369, 0.168553),  (0.493491, 0.174944)
(0.493491, 0.174944),  (0.580578, 0.174944),  (0.580569, 0.168553)
(0.428369, 0.205467),  (0.580569, 0.205467),  (0.580578, 0.199076)
(0.580578, 0.199076),  (0.493491, 0.199076),  (0.428369, 0.205467)
(0.196067, 0.199076),  (0.196067, 0.174944),  (0.185299, 0.174944)
(0.196067, 0.199076),  (0.185299, 0.174944),  (0.185299, 0.199076)
(0.656077, 0.026349),  (0.656077, 0.113437),  (0.666743, 0.113437)
(0.666743, 0.113437),  (0.666743, 0.062186),  (0.656077, 0.026349)
(0.676921, 0.407846),  (0.401286, 0.407846),  (0.676921, 0.452761)
(0.676921, 0.452761),  (0.401286, 0.407846),  (0.401286, 0.452761)
(0.158747, 0.031542),  (0.158747, 0.118629),  (0.169413, 0.082793)
(0.169413, 0.082793),  (0.169413, 0.031542),  (0.158747, 0.031542)
(0.652924, 0.268244),  (0.623732, 0.268244),  (0.652924, 0.313159)
(0.652924, 0.313159),  (0.623732, 0.268244),  (0.623732, 0.313159)
(0.963740, 0.052315),  (0.963740, 0.097676),  (0.980897, 0.097676)
(0.963740, 0.052315),  (0.980897, 0.097676),  (0.980897, 0.052315)
(0.172473, 0.383421),  (0.172473, 0.993663),  (0.173806, 0.718026)
(0.173806, 0.718026),  (0.173806, 0.412611),  (0.172473, 0.383421)
(0.222477, 0.993663),  (0.222477, 0.383421),  (0.221144, 0.412611)
(0.221144, 0.412611),  (0.221143, 0.718026),  (0.222477, 0.993663)
(0.173806, 0.718026),  (0.191138, 0.417442),  (0.173806, 0.412611)
(0.191138, 0.417442),  (0.173806, 0.718026),  (0.191138, 0.713896)
(0.884912, 0.090559),  (0.884912, 0.045198),  (0.867310, 0.045198)
(0.884912, 0.090559),  (0.867310, 0.045198),  (0.867310, 0.090559)
(0.221143, 0.718026),  (0.203811, 0.417442),  (0.203811, 0.713896)
(0.203811, 0.417442),  (0.221143, 0.718026),  (0.221144, 0.412611)
(0.185299, 0.310231),  (0.282453, 0.313159),  (0.185299, 0.271173)
(0.185299, 0.271173),  (0.282453, 0.313159),  (0.282453, 0.268244)
(0.051738, 0.993663),  (0.051738, 0.383421),  (0.045001, 0.480578)
(0.045001, 0.480578),  (0.045001, 0.628441),  (0.051738, 0.993663)
(0.801442, 0.792301),  (0.870058, 0.799064),  (0.801442, 0.726469)
(0.801442, 0.726469),  (0.870058, 0.799064),  (0.870058, 0.719707)
(0.343211, 0.383421),  (0.343211, 0.993663),  (0.349949, 0.628441)
(0.349949, 0.628441),  (0.349949, 0.480578),  (0.343211, 0.383421)
(0.349949, 0.480578),  (0.349949, 0.628441),  (0.388613, 0.628441)
(0.388613, 0.628441),  (0.388613, 0.480578),  (0.349949, 0.480578)
(0.770734, 0.051112),  (0.732175, 0.051112),  (0.770734, 0.090559)
(0.770734, 0.090559),  (0.732175, 0.051112),  (0.732175, 0.090559)
(0.045001, 0.628441),  (0.006337, 0.480578),  (0.006337, 0.628441)
(0.006337, 0.480578),  (0.045001, 0.628441),  (0.045001, 0.480578)
(0.051738, 0.383421),  (0.051738, 0.993663),  (0.086094, 0.993663)
(0.086094, 0.993663),  (0.086094, 0.383421),  (0.051738, 0.383421)
(0.811198, 0.468764),  (0.689594, 0.468764),  (0.723805, 0.484768)
(0.723805, 0.484768),  (0.776988, 0.484768),  (0.811198, 0.468764)
(0.689594, 0.423849),  (0.811198, 0.423849),  (0.776988, 0.407845)
(0.776988, 0.407845),  (0.723805, 0.407845),  (0.689594, 0.423849)
(0.993663, 0.869749),  (0.993663, 0.747854),  (0.977660, 0.782147)
(0.977660, 0.782147),  (0.977660, 0.835457),  (0.993663, 0.869749)
(0.172473, 0.993663),  (0.138897, 0.383421),  (0.138897, 0.993663)
(0.138897, 0.383421),  (0.172473, 0.993663),  (0.172473, 0.383421)
(0.222477, 0.383421),  (0.222477, 0.993663),  (0.256052, 0.993663)
(0.256052, 0.993663),  (0.256052, 0.383421),  (0.222477, 0.383421)
(0.979743, 0.232244),  (0.979743, 0.110349),  (0.963740, 0.144642)
(0.963740, 0.144642),  (0.963740, 0.197952),  (0.979743, 0.232244)
(0.343211, 0.993663),  (0.308855, 0.383421),  (0.308855, 0.993663)
(0.308855, 0.383421),  (0.343211, 0.993663),  (0.343211, 0.383421)
(0.851547, 0.819573),  (0.888979, 0.972001),  (0.888979, 0.819573)
(0.888979, 0.972001),  (0.851547, 0.819573),  (0.851547, 0.972001)
(0.838874, 0.972001),  (0.838874, 0.811737),  (0.801442, 0.972001)
(0.801442, 0.972001),  (0.838874, 0.811737),  (0.801442, 0.811737)
(0.939083, 0.972001),  (0.939083, 0.898097),  (0.901652, 0.972001)
(0.901652, 0.972001),  (0.939083, 0.898097),  (0.901652, 0.898097)
(0.428369, 0.205467),  (0.493491, 0.199076),  (0.428369, 0.168553)
(0.428369, 0.168553),  (0.493491, 0.199076),  (0.493491, 0.174944)
(0.612365, 0.476129),  (0.547178, 0.641791),  (0.612365, 0.642437)
(0.547178, 0.641791),  (0.612365, 0.476129),  (0.534118, 0.477304)
(0.854195, 0.159083),  (0.854195, 0.137078),  (0.847605, 0.137078)
(0.854195, 0.159083),  (0.847605, 0.137078),  (0.847605, 0.159083)
(0.967571, 0.383421),  (0.945782, 0.509251),  (0.967571, 0.509251)
(0.945782, 0.509251),  (0.967571, 0.383421),  (0.945782, 0.383421)
(0.940421, 0.538334),  (0.940421, 0.664164),  (0.947029, 0.538334)
(0.947029, 0.538334),  (0.940421, 0.664164),  (0.947029, 0.664164)
(0.985528, 0.244917),  (0.963740, 0.370748),  (0.985528, 0.370748)
(0.963740, 0.370748),  (0.985528, 0.244917),  (0.963740, 0.244917)
(0.344433, 0.030050),  (0.344433, 0.155880),  (0.351041, 0.030050)
(0.351041, 0.030050),  (0.344433, 0.155880),  (0.351041, 0.155880)
(0.185299, 0.255571),  (0.415696, 0.218140),  (0.185299, 0.218140)
(0.415696, 0.218140),  (0.185299, 0.255571),  (0.415696, 0.255571)
(0.658216, 0.255571),  (0.428369, 0.218140),  (0.428369, 0.255571)
(0.428369, 0.218140),  (0.658216, 0.255571),  (0.658216, 0.218140)
(0.235403, 0.155880),  (0.331760, 0.155880),  (0.235403, 0.118449)
(0.235403, 0.118449),  (0.331760, 0.155880),  (0.331760, 0.118449)
(0.401286, 0.993663),  (0.496694, 0.763191),  (0.401286, 0.763191)
(0.496694, 0.763191),  (0.401286, 0.993663),  (0.496694, 0.993663)
(0.185299, 0.059523),  (0.185299, 0.155880),  (0.222730, 0.059523)
(0.222730, 0.059523),  (0.185299, 0.155880),  (0.222730, 0.155880)
(0.401286, 0.750518),  (0.631758, 0.750518),  (0.631758, 0.655110)
(0.401286, 0.750518),  (0.631758, 0.655110),  (0.401286, 0.655110)
(0.517229, 0.571645),  (0.414968, 0.561523),  (0.413945, 0.631796)
(0.517229, 0.571645),  (0.413945, 0.631796),  (0.521444, 0.642437)
(0.666743, 0.126110),  (0.593256, 0.198704),  (0.666743, 0.205467)
(0.593256, 0.198704),  (0.666743, 0.126110),  (0.593256, 0.132872)
(0.716287, 0.548920),  (0.789100, 0.642437),  (0.789100, 0.498936)
(0.789100, 0.642437),  (0.716287, 0.548920),  (0.716287, 0.617802)
(0.951756, 0.927369),  (0.973193, 0.927369),  (0.973193, 0.891089)
(0.951756, 0.927369),  (0.973193, 0.891089),  (0.951756, 0.891089)
(0.889055, 0.476727),  (0.889055, 0.407845),  (0.823871, 0.476727)
(0.823871, 0.476727),  (0.889055, 0.407845),  (0.823871, 0.407846)
(0.703614, 0.642437),  (0.703614, 0.498936),  (0.625038, 0.642437)
(0.625038, 0.642437),  (0.703614, 0.498936),  (0.625038, 0.498936)
(0.828327, 0.159083),  (0.834932, 0.137078),  (0.828327, 0.137078)
(0.834932, 0.137078),  (0.828327, 0.159083),  (0.834932, 0.159083)
(0.801442, 0.707034),  (0.863537, 0.707034),  (0.801442, 0.669602)
(0.801442, 0.669602),  (0.863537, 0.707034),  (0.863537, 0.669602)
(0.680850, 0.051112),  (0.680850, 0.090559),  (0.719502, 0.090559)
(0.680850, 0.051112),  (0.719502, 0.090559),  (0.719502, 0.051112)
(0.493491, 0.174944),  (0.493491, 0.199076),  (0.529332, 0.199076)
(0.493491, 0.174944),  (0.529332, 0.199076),  (0.529332, 0.174944)
(0.354688, 0.176292),  (0.319690, 0.176292),  (0.354688, 0.197728)
(0.354688, 0.197728),  (0.319690, 0.176292),  (0.319690, 0.197728)
(0.319690, 0.176292),  (0.277962, 0.176292),  (0.319690, 0.197728)
(0.319690, 0.197728),  (0.277962, 0.176292),  (0.277962, 0.197728)
(0.973193, 0.972001),  (0.973193, 0.927369),  (0.951756, 0.972001)
(0.951756, 0.972001),  (0.973193, 0.927369),  (0.951756, 0.927369)
(0.529457, 0.313159),  (0.529457, 0.268244),  (0.459436, 0.268244)
(0.529457, 0.313159),  (0.459436, 0.268244),  (0.459436, 0.313159)
(0.376727, 0.268244),  (0.376727, 0.313159),  (0.446763, 0.313159)
(0.376727, 0.268244),  (0.446763, 0.313159),  (0.446763, 0.268244)
(0.576590, 0.313159),  (0.576590, 0.268244),  (0.529457, 0.268244)
(0.576590, 0.313159),  (0.529457, 0.268244),  (0.529457, 0.313159)
(0.329590, 0.268244),  (0.329590, 0.313159),  (0.376727, 0.313159)
(0.329590, 0.268244),  (0.376727, 0.313159),  (0.376727, 0.268244)
(0.623732, 0.313159),  (0.623732, 0.268244),  (0.576590, 0.268244)
(0.623732, 0.313159),  (0.576590, 0.268244),  (0.576590, 0.313159)
(0.282453, 0.268244),  (0.282453, 0.313159),  (0.329590, 0.313159)
(0.282453, 0.268244),  (0.329590, 0.313159),  (0.329590, 0.268244)
(0.271220, 0.168553),  (0.197413, 0.205466),  (0.271220, 0.205467)
(0.197413, 0.205466),  (0.271220, 0.168553),  (0.197413, 0.168553)
(0.642251, 0.467622),  (0.625038, 0.486263),  (0.642251, 0.486263)
(0.625038, 0.486263),  (0.642251, 0.467622),  (0.625038, 0.467622)
(0.783407, 0.090559),  (0.819259, 0.090559),  (0.783407, 0.057454)
(0.783407, 0.057454),  (0.819259, 0.090559),  (0.819259, 0.057454)
(0.559318, 0.108795),  (0.523723, 0.050744),  (0.523723, 0.108795)
(0.523723, 0.050744),  (0.559318, 0.108795),  (0.559318, 0.050744)
(0.511049, 0.050744),  (0.475454, 0.050744),  (0.475454, 0.108795)
(0.511049, 0.050744),  (0.475454, 0.108795),  (0.511049, 0.108795)
(0.268508, 0.105775),  (0.268508, 0.047724),  (0.235403, 0.105776)
(0.235403, 0.105776),  (0.268508, 0.047724),  (0.235403, 0.047724)
(0.314287, 0.105776),  (0.314287, 0.047724),  (0.281181, 0.105776)
(0.281181, 0.105776),  (0.314287, 0.047724),  (0.281181, 0.047724)
(0.873762, 0.103232),  (0.680850, 0.121740),  (0.873762, 0.121740)
(0.680850, 0.121740),  (0.873762, 0.103232),  (0.680850, 0.103232)
(0.867516, 0.177835),  (0.867516, 0.370748),  (0.886024, 0.177835)
(0.886024, 0.177835),  (0.867516, 0.370748),  (0.886024, 0.370748)
(0.920304, 0.646799),  (0.920304, 0.453887),  (0.903091, 0.646799)
(0.903091, 0.646799),  (0.920304, 0.453887),  (0.903091, 0.453887)
(0.947029, 0.869749),  (0.947029, 0.676837),  (0.929816, 0.869749)
(0.929816, 0.869749),  (0.947029, 0.676837),  (0.929816, 0.676837)
(0.921402, 0.049915),  (0.898697, 0.100949),  (0.921402, 0.100949)
(0.898697, 0.100949),  (0.921402, 0.049915),  (0.898697, 0.049915)
(0.593256, 0.113437),  (0.620210, 0.062264),  (0.593256, 0.062264)
(0.620210, 0.062264),  (0.593256, 0.113437),  (0.620210, 0.113437)
(0.146074, 0.118629),  (0.146074, 0.067456),  (0.119120, 0.067456)
(0.146074, 0.118629),  (0.119120, 0.067456),  (0.119120, 0.118629)
(0.185299, 0.046850),  (0.208004, 0.046850),  (0.208004, 0.019628)
(0.185299, 0.046850),  (0.208004, 0.019628),  (0.185299, 0.019628)
(0.831932, 0.090559),  (0.854637, 0.090559),  (0.854637, 0.063337)
(0.831932, 0.090559),  (0.854637, 0.063337),  (0.831932, 0.063337)
(0.831932, 0.063337),  (0.854637, 0.063337),  (0.854637, 0.043189)
(0.831932, 0.063337),  (0.854637, 0.043189),  (0.831932, 0.043189)
(0.903091, 0.413995),  (0.903091, 0.441214),  (0.925796, 0.413995)
(0.925796, 0.413995),  (0.903091, 0.441214),  (0.925796, 0.441214)
(0.119120, 0.067456),  (0.099170, 0.092112),  (0.119120, 0.118629)
(0.099170, 0.092112),  (0.119120, 0.067456),  (0.099170, 0.067456)
(0.620210, 0.062264),  (0.620210, 0.113437),  (0.640160, 0.086919)
(0.620210, 0.062264),  (0.640160, 0.086919),  (0.640160, 0.062264)
(0.925796, 0.389347),  (0.903091, 0.389347),  (0.925796, 0.413995)
(0.903091, 0.389347),  (0.903091, 0.413995),  (0.925796, 0.413995)
(0.898697, 0.370748),  (0.933109, 0.248521),  (0.898697, 0.248521)
(0.933109, 0.248521),  (0.898697, 0.370748),  (0.933109, 0.370748)
(0.462781, 0.052279),  (0.428369, 0.026324),  (0.428369, 0.052279)
(0.428369, 0.026324),  (0.462781, 0.052279),  (0.462781, 0.026324)
(0.882731, 0.799064),  (0.917143, 0.676837),  (0.882731, 0.676837)
(0.917143, 0.676837),  (0.882731, 0.799064),  (0.917143, 0.799064)
(0.613104, 0.027960),  (0.613104, 0.045266),  (0.627668, 0.049591)
(0.627668, 0.049591),  (0.627668, 0.023635),  (0.613104, 0.027960)
(0.509367, 0.803988),  (0.631594, 0.803988),  (0.509367, 0.769576)
(0.509367, 0.769576),  (0.631594, 0.803988),  (0.631594, 0.769576)
(0.933109, 0.235848),  (0.933109, 0.113622),  (0.898697, 0.235848)
(0.898697, 0.235848),  (0.933109, 0.113622),  (0.898697, 0.113622)
(0.959703, 0.552858),  (0.959702, 0.869749),  (0.964987, 0.552858)
(0.964987, 0.552858),  (0.959702, 0.869749),  (0.964987, 0.869749)
(0.627668, 0.023635),  (0.593256, 0.023635),  (0.607820, 0.027960)
(0.627668, 0.023635),  (0.607820, 0.027960),  (0.613104, 0.027960)
(0.593256, 0.049591),  (0.627668, 0.049591),  (0.613104, 0.045266)
(0.593256, 0.049591),  (0.613104, 0.045266),  (0.607820, 0.045266)
(0.607820, 0.045266),  (0.593256, 0.023635),  (0.593256, 0.049591)
(0.593256, 0.023635),  (0.607820, 0.045266),  (0.607820, 0.027960)
(0.566382, 0.155880),  (0.475454, 0.121468),  (0.475454, 0.155880)
(0.475454, 0.121468),  (0.566382, 0.155880),  (0.566382, 0.121468)
(0.753153, 0.972001),  (0.753152, 0.655110),  (0.730209, 0.972001)
(0.730209, 0.655110),  (0.730209, 0.972001),  (0.753152, 0.655110)
(0.951066, 0.370748),  (0.951066, 0.053857),  (0.945782, 0.370748)
(0.945782, 0.370748),  (0.951066, 0.053857),  (0.945782, 0.053857)
(0.788769, 0.655110),  (0.765826, 0.972001),  (0.788769, 0.972001)
(0.765826, 0.972001),  (0.788769, 0.655110),  (0.765826, 0.655110)
(0.167994, 0.222230),  (0.167994, 0.131302),  (0.133582, 0.222230)
(0.133582, 0.222230),  (0.167994, 0.131302),  (0.133582, 0.131302)
(0.099170, 0.222230),  (0.133582, 0.131302),  (0.099170, 0.131302)
(0.133582, 0.131302),  (0.099170, 0.222230),  (0.133582, 0.222230)
(0.428369, 0.155880),  (0.462781, 0.064952),  (0.428369, 0.064952)
(0.462781, 0.064952),  (0.428369, 0.155880),  (0.462781, 0.155880)
(0.367361, 0.049329),  (0.367361, 0.083741),  (0.371686, 0.063893)
(0.371686, 0.063893),  (0.367361, 0.083741),  (0.371686, 0.069177)
(0.367361, 0.083741),  (0.393317, 0.083741),  (0.371686, 0.069177)
(0.371686, 0.069177),  (0.393317, 0.083741),  (0.388992, 0.069177)
(0.393317, 0.083741),  (0.393317, 0.049329),  (0.388992, 0.069177)
(0.388992, 0.069177),  (0.393317, 0.049329),  (0.388992, 0.063893)
(0.371686, 0.063893),  (0.388992, 0.063893),  (0.367361, 0.049329)
(0.367361, 0.049329),  (0.388992, 0.063893),  (0.393317, 0.049329)
(0.099170, 0.054783),  (0.133582, 0.054783),  (0.133582, 0.028827)
(0.099170, 0.054783),  (0.133582, 0.028827),  (0.099170, 0.028827)
(0.677586, 0.248801),  (0.677586, 0.271134),  (0.680688, 0.271134)
(0.680688, 0.271134),  (0.680688, 0.248801),  (0.677586, 0.248801)
(0.046417, 0.136905),  (0.009163, 0.166514),  (0.046417, 0.166507)
(0.009163, 0.166514),  (0.046417, 0.136905),  (0.006337, 0.136905)
(0.423619, 0.392070),  (0.401286, 0.392070),  (0.423619, 0.395173)
(0.423619, 0.395173),  (0.401286, 0.392070),  (0.401286, 0.395172)
(0.006337, 0.090188),  (0.029620, 0.124232),  (0.020778, 0.083760)
(0.020778, 0.083760),  (0.029620, 0.124232),  (0.032420, 0.122986)
(0.076777, 0.090188),  (0.076777, 0.045781),  (0.062335, 0.083760)
(0.062335, 0.083760),  (0.076777, 0.045781),  (0.073977, 0.044535)
(0.053493, 0.124232),  (0.062335, 0.083760),  (0.050693, 0.122986)
(0.062335, 0.083760),  (0.053493, 0.124232),  (0.076777, 0.090188)
(0.006337, 0.045781),  (0.020778, 0.083760),  (0.009136, 0.044535)
(0.020778, 0.083760),  (0.006337, 0.045781),  (0.006337, 0.090188)
(0.083671, 0.192621),  (0.046417, 0.222230),  (0.086497, 0.222230)
(0.046417, 0.222230),  (0.083671, 0.192621),  (0.046417, 0.192628)
(0.677586, 0.290826),  (0.677586, 0.313159),  (0.680688, 0.313159)
(0.680688, 0.313159),  (0.680688, 0.290826),  (0.677586, 0.290826)
(0.009136, 0.044535),  (0.020778, 0.083760),  (0.011936, 0.043288)
(0.011936, 0.043288),  (0.020778, 0.083760),  (0.035220, 0.077332)
(0.050693, 0.122986),  (0.062335, 0.083760),  (0.047893, 0.121739)
(0.047893, 0.121739),  (0.062335, 0.083760),  (0.047893, 0.077332)
(0.062335, 0.083760),  (0.071177, 0.043288),  (0.047893, 0.077332)
(0.071177, 0.043288),  (0.062335, 0.083760),  (0.073977, 0.044535)
(0.020778, 0.083760),  (0.035220, 0.121739),  (0.035220, 0.077332)
(0.035220, 0.121739),  (0.020778, 0.083760),  (0.032420, 0.122986)
(0.766175, 0.174494),  (0.736566, 0.137240),  (0.736573, 0.174494)
(0.736566, 0.137240),  (0.766175, 0.174494),  (0.766175, 0.134413)
(0.766175, 0.214574),  (0.766175, 0.174494),  (0.736566, 0.211748)
(0.736566, 0.211748),  (0.766175, 0.174494),  (0.736573, 0.174494)
(0.710459, 0.211748),  (0.680850, 0.174494),  (0.680850, 0.214574)
(0.680850, 0.174494),  (0.710459, 0.211748),  (0.710452, 0.174494)
(0.465644, 0.388968),  (0.443311, 0.388968),  (0.465644, 0.392070)
(0.465644, 0.392070),  (0.443311, 0.388968),  (0.443311, 0.392070)
(0.009163, 0.192621),  (0.046417, 0.222230),  (0.046417, 0.192628)
(0.046417, 0.222230),  (0.009163, 0.192621),  (0.006337, 0.222230)
(0.674484, 0.248801),  (0.674484, 0.271134),  (0.677586, 0.271134)
(0.677586, 0.271134),  (0.677586, 0.248801),  (0.674484, 0.248801)
(0.465644, 0.392070),  (0.443311, 0.392070),  (0.465644, 0.395173)
(0.465644, 0.395173),  (0.443311, 0.392070),  (0.443311, 0.395173)
(0.423619, 0.388968),  (0.401286, 0.388968),  (0.423619, 0.392070)
(0.423619, 0.392070),  (0.401286, 0.388968),  (0.401286, 0.392070)
(0.710459, 0.137240),  (0.680850, 0.174494),  (0.710452, 0.174494)
(0.680850, 0.174494),  (0.710459, 0.137240),  (0.680850, 0.134413)
(0.086497, 0.136905),  (0.046417, 0.136905),  (0.083671, 0.166514)
(0.083671, 0.166514),  (0.046417, 0.136905),  (0.046417, 0.166507)
(0.680688, 0.290826),  (0.680688, 0.271134),  (0.677586, 0.290826)
(0.677586, 0.290826),  (0.680688, 0.271134),  (0.677586, 0.271134)
(0.443311, 0.388968),  (0.423619, 0.388968),  (0.443311, 0.392070)
(0.443311, 0.392070),  (0.423619, 0.388968),  (0.423619, 0.392070)
(0.710452, 0.174494),  (0.710459, 0.211748),  (0.736566, 0.211748)
(0.736566, 0.211748),  (0.736573, 0.174494),  (0.710452, 0.174494)
(0.083671, 0.192621),  (0.046417, 0.166507),  (0.046417, 0.192628)
(0.046417, 0.166507),  (0.083671, 0.192621),  (0.083671, 0.166514)
(0.009163, 0.192621),  (0.046417, 0.192628),  (0.046417, 0.166507)
(0.046417, 0.166507),  (0.009163, 0.166514),  (0.009163, 0.192621)
(0.710452, 0.174494),  (0.736566, 0.137240),  (0.710459, 0.137240)
(0.736566, 0.137240),  (0.710452, 0.174494),  (0.736573, 0.174494)
(0.443311, 0.392070),  (0.423619, 0.392070),  (0.443311, 0.395173)
(0.443311, 0.395173),  (0.423619, 0.392070),  (0.423619, 0.395173)
(0.677586, 0.290826),  (0.677586, 0.271134),  (0.674484, 0.290826)
(0.674484, 0.290826),  (0.677586, 0.271134),  (0.674484, 0.271134)
(0.674484, 0.290826),  (0.674484, 0.313159),  (0.677586, 0.313159)
(0.677586, 0.313159),  (0.677586, 0.290826),  (0.674484, 0.290826)
(0.955151, 0.770880),  (0.909961, 0.770881),  (0.909961, 0.779163)
(0.909961, 0.779163),  (0.955151, 0.779162),  (0.955151, 0.770880)
(0.955151, 0.761243),  (0.909960, 0.761243),  (0.909961, 0.770881)
(0.909961, 0.770881),  (0.955151, 0.770880),  (0.955151, 0.761243)
(0.955151, 0.750534),  (0.909960, 0.750534),  (0.909960, 0.761243)
(0.909960, 0.761243),  (0.955151, 0.761243),  (0.955151, 0.750534)
(0.909960, 0.740896),  (0.955151, 0.750534),  (0.955151, 0.740896)
(0.955151, 0.750534),  (0.909960, 0.740896),  (0.909960, 0.750534)
(0.955151, 0.732615),  (0.909960, 0.740896),  (0.955151, 0.740896)
(0.909960, 0.740896),  (0.955151, 0.732615),  (0.909960, 0.732615)
(0.203527, 0.016725),  (0.180005, 0.018351),  (0.197911, 0.026426)
(0.180005, 0.018351),  (0.203527, 0.016725),  (0.198097, 0.002373)
(0.400719, 0.034908),  (0.389521, 0.029858),  (0.395103, 0.044610)
(0.389521, 0.029858),  (0.384471, 0.041056),  (0.395103, 0.044610)
(0.223860, 0.025895),  (0.220306, 0.036526),  (0.238212, 0.044602)
(0.238212, 0.044602),  (0.238212, 0.020464),  (0.223860, 0.025895)
(0.214690, 0.046227),  (0.238212, 0.044602),  (0.220306, 0.036526)
(0.238212, 0.044602),  (0.214690, 0.046227),  (0.220120, 0.060579)
(0.395103, 0.044610),  (0.376396, 0.058962),  (0.400533, 0.058961)
(0.376396, 0.058962),  (0.395103, 0.044610),  (0.384471, 0.041056)
(0.378510, 0.000755),  (0.383940, 0.015107),  (0.402646, 0.000755)
(0.402646, 0.000755),  (0.383940, 0.015107),  (0.394571, 0.018661)
